{
{   0,   0,   0,   0,   8,   0,   0,  12,   3,   0,   0,  16,   0,   0,   0,    0 },
{  12,  11,   0,   0,   0,   0,   0,   3,   0,   8,   0,   0,   6,   0,  10,    0 },
{   0,   0,   4,  10,   0,  14,   6,   0,   5,   0,   0,   0,   0,   0,   0,    0 },
{   1,   0,   7,   0,  13,  11,   0,   0,   0,   0,  12,   0,   0,  14,   0,    2 },
{  10,   4,   0,   7,   0,   0,  16,   8,   0,  12,   0,   1,   0,   0,  15,    0 },
{   0,   0,   1,   0,   0,   0,   5,   0,   0,   0,   0,   0,   9,   0,   0,    0 },
{   0,   0,   0,   0,   0,   0,   0,  15,   4,   0,  16,   0,   0,   5,  11,    0 },
{   0,   0,   0,   0,  14,   0,   7,   0,   0,  15,   0,   0,   8,   0,   0,   13 },
{   0,   0,   0,   0,   5,  16,   0,   0,   0,   0,   4,  10,   0,  15,   0,    9 },
{   0,   6,   5,   0,   4,   0,   0,   0,   7,   1,   8,   0,  10,   0,   0,   16 },
{   0,  15,   0,   0,   0,   0,   0,   0,  11,   0,   0,   0,   0,   2,   0,    0 },
{   0,   1,   0,  13,   0,   2,  11,   0,   0,  16,   0,  14,   7,   8,   0,    0 },
{   0,   0,  16,   1,   2,   0,   0,   7,  14,   0,  10,   5,   0,   0,   0,    3 },
{   0,   0,   6,   0,   0,   3,  14,   0,   0,   0,   0,   0,   0,   9,   8,    5 },
{   0,   0,   0,   0,   0,   0,  13,   0,   1,   0,  15,   0,   0,   0,   0,    6 },
{   4,  12,  15,   0,   0,   0,   1,   6,  13,   0,  11,   2,   0,   0,   7,    0 },
}
